"path","extension","sha256","bytes","duplicateRegisteredLocations","classification","inspection","zipEntries","zipUncompressedBytes","entryExtensions","safeTextSignals","owner","sor","treatment","reason"
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.10.0_compressed_pickle_py35_np19.gz",".gz","A56C3FC6E0DB3A4102AAED4A19FD4E154EECD956F30B6BF9179897844ED3C01E","790","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.11.0_compressed_pickle_py36_np111.gz",".gz","D56AE75C3A83A0D10F60E657D50E56AF6E3ADDBF2F555E9FC385A6E52E1B32DE","800","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.8.4_compressed_pickle_py27_np17.gz",".gz","4A9F994FB8BAA63E689F681BA6DB33BBB45AAF32693A61C9EBB50A3A608F40C8","659","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.9.2_compressed_pickle_py27_np16.gz",".gz","34BB43AEFA365C81F42AF51402F84EA8C7A85C48C65B422E4E4FE8B2EE57883C","658","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.9.2_compressed_pickle_py27_np17.gz",".gz","34BB43AEFA365C81F42AF51402F84EA8C7A85C48C65B422E4E4FE8B2EE57883C","658","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.9.2_compressed_pickle_py34_np19.gz",".gz","9F33BD8A21A41B729B05DAC5DEEB0E868F218A092B0E3FE5988094CF167217F6","673","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.9.2_compressed_pickle_py35_np19.gz",".gz","9F33BD8A21A41B729B05DAC5DEEB0E868F218A092B0E3FE5988094CF167217F6","673","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\joblib\test\data\joblib_0.9.4.dev0_compressed_cache_size_pickle_py35_np19.gz",".gz","F2361F589B31D2863627EDCB96612280AE5C0A59C9496D89DAB7DE493670F93B","802","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\networkx\generators\atlas.dat.gz",".gz","73FC416DF0164923607751CB759F4AE81DEB5F6550BF25BE59C86DE3B747E41D","8887","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\numpy\random\tests\data\generator_pcg64_np121.pkl.gz",".gz","11F43E5FBD0A9078010055F6A483DC09497830D3F564D44E697394EF9BDD8AA3","203","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\numpy\random\tests\data\generator_pcg64_np126.pkl.gz",".gz","7CDF1D78D5715FE1C42C0D5E219DF691DB58BDCE21C0AC9AEB0BF4D0625E1F46","208","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\numpy\random\tests\data\sfc64_np126.pkl.gz",".gz","3156B5CA5172EC350F81404AFA821E292755978518122377019EC6DEC773CDAC","290","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\data\diabetes_data_raw.csv.gz",".gz","7FC0DED571454B1982210D3BB43F0ACA44EAE01A0B8654A3B24022BDB6B38009","7073","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\data\diabetes_target.csv.gz",".gz","8E53F65EB811DF43C206F3534BB3AF0E5FED213BC37ED6BA36310157D6023803","1050","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\data\digits.csv.gz",".gz","09F66E6DEBDEE2CD2B5AE59E0D6ABBB73FC2B0E0185D2E1957E9EBB51E23AA22","57523","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1\api-v1-jd-1.json.gz",".gz","862E08520A2433A495A3BD3AE9FD9E6C7C540A9C632DB29BB8252784CBDAD779","1786","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1\api-v1-jdf-1.json.gz",".gz","A966DAD58CF5FBC914A374AD5556C0414F5ED962237ED55A379FE96E308D00DE","889","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1\api-v1-jdq-1.json.gz",".gz","84A8726D2C3F8BBCA79D54D8B191158744B1993146F8F083B111A8EA78536057","145","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1\data-v1-dl-1.arff.gz",".gz","CFE8945B949770B0DA42DAF58CE67D1C5FEE25CF7B4FD145161837C2ABC09429","1841","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\api-v1-jd-1119.json.gz",".gz","C41E5FBB3E59CD4DE881ED7C8F88F9B03A750D537BA63581CAFDE6AAFD77ADC1","711","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\api-v1-jdf-1119.json.gz",".gz","82F899EDC59CB41FDD671B256A228E5E06DFC5E24C92712E75005B251B000865","1108","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\api-v1-jdl-dn-adult-census-l-2-dv-1.json.gz",".gz","4A5DC36CA9758313978B2A9D79CCE763C6F84D5D95F15AC557B3D7482F22EE21","364","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\api-v1-jdl-dn-adult-census-l-2-s-act-.json.gz",".gz","6EC0955788914FA81F698E97A4D1AFF773D7A125ED6E769C6271A0B48FC4011D","363","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\api-v1-jdq-1119.json.gz",".gz","EF7CBCB58C2EDCFEA45C058B751FAF7783E710462A924E9AACAD8D47A7E9F94B","1549","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1119\data-v1-dl-54002.arff.gz",".gz","6931AF256195FCDD2E47DD8B0F9EDF16FBF03B198E77B70E3DFD9877CDF09515","1190","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1590\api-v1-jd-1590.json.gz",".gz","9B105ADFEDC6B6B82F4695CA9BFE232393034CDF79803523F397A6DC5BF824D1","1544","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1590\api-v1-jdf-1590.json.gz",".gz","046F5E60564693F0F3B8E382725C8012C3E058647139C24685CEC984E40FCD00","1032","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1590\api-v1-jdq-1590.json.gz",".gz","44B9B0D290A1E339695A431438F84080071C5635161C3977DD17F4C27B00A34A","1507","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_1590\data-v1-dl-1595261.arff.gz",".gz","EE1DCDF58F2F1072F7DD1B43388969C51BC6CFE776E3E9465AE6A756E5DDB10A","1152","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\api-v1-jd-2.json.gz",".gz","A672D435B97A6033DFD1D2A5C823D237AD1865101BD5E403CD99B5BE0BA4E03B","1363","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\api-v1-jdf-2.json.gz",".gz","C1B8387A7D08014A1C09807AE458CA7666AB8A3C579CBFB189E09C6D7DE892A6","866","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\api-v1-jdl-dn-anneal-l-2-dv-1.json.gz",".gz","E900B190795224FF48E46A1C02B10020D4C986BA142880C02C86F0B472DED3C9","309","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\api-v1-jdl-dn-anneal-l-2-s-act-.json.gz",".gz","FF6225CB98260CA4EBEC015A1A2754F2A7B0DBFB4D0F17DCF6727542154E2A10","346","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\api-v1-jdq-2.json.gz",".gz","C46F6C5F221D877DE604B906403B20CBDF674F1225BCDBB3E15BD1882A69A471","1501","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_2\data-v1-dl-1666876.arff.gz",".gz","D57B2B04CAE526306670E3516989DCA32C88C155781325DDAC42E43DC2322C30","1855","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jd-292.json.gz",".gz","1E6A38D79D8F9E53A2CE11B68B4153062D4E96EC0B368D02B2E64F1B33C51693","551","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jd-40981.json.gz",".gz","C26DCBE30CFB39161F305B2B3D43A9B50ADC8B368D0749568C47106CBDB20897","553","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jdf-292.json.gz",".gz","255C16F33ED2967FE100CD8011A7E69F789603724B1EC2ECF91DFEB72067C190","306","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jdf-40981.json.gz",".gz","255C16F33ED2967FE100CD8011A7E69F789603724B1EC2ECF91DFEB72067C190","306","2","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jdl-dn-australian-l-2-dv-1.json.gz",".gz","9DA09E9A6031D060EC416F639A6BF34989E6C88CE641D10621EB906BA1D8C293","99","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jdl-dn-australian-l-2-dv-1-s-dact.json.gz",".gz","8EF6025425FDFC5F736555EA385252AF5BCBF62383615DB82489366D4F96A0A7","327","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\api-v1-jdl-dn-australian-l-2-s-act-.json.gz",".gz","35890D08165C804526B48AAD462D7CCC09E808BD7975BA604BD612B9608797AC","319","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_292\data-v1-dl-49822.arff.gz",".gz","B7EE24ADABD4AAED6419B43FE9D3F86D55FCF4BEE0F1698AE21D86C2701314E3","2532","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_3\api-v1-jd-3.json.gz",".gz","066A216679B197CC51946E17EE9A2E28215425991B0CEB7F10988C14F7F3F869","2473","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_3\api-v1-jdf-3.json.gz",".gz","EC4F2D6BC4DF3882B08BBA01571E0792A56F79E0A922D984897773ACD284B426","535","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_3\api-v1-jdq-3.json.gz",".gz","09EF19CFAD25C5DE487DDBAEF3C4D068CA3063777730A288DFD6F5096A0C6F46","1407","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
"C:\Users\Ghanam\OneDrive\projects\Greeny-Life\.venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_3\data-v1-dl-3.arff.gz",".gz","C63FDF8861761F1CA70509F7D2D169A7CC053988C7B7C09C09A6DB6124E208BE","19485","1","ENVIRONMENT_PACKAGE_GROUPED","METADATA_ONLY","0","0","","","OWNER_UNPROVEN","NOT_SOR_PROVEN","KEEP","Dependency/test fixture package under the Legacy Python environment; preserved as grouped environment evidence, not business content."
